Id,RandomForest_Prediction,Boosting Prediction,SVM_Prediction
80207,4169937,6387421,3887854
80208,3901361,2035627,3200586
80209,3757307,4988329,3243560
80210,4825865,5907006,4352397
80211,5295808,4780909,4104274
80212,3816308,3347248,4561659
80213,4905610,9559820,4135202
80214,4250271,5403082,3666594
80215,4554795,4468673,3873090
80216,4256049,2729574,3978676
80217,4997459,10467467,4661892
80218,4001544,3381185,4148167
80219,4450101,4706603,3667868
80220,3915928,3207675,4113995
80221,2132936,2199246,3228012
80222,4643381,3168230,4127920
80223,2761113,2120750,2825065
80224,4834907,4630366,4369465
80225,4326741,3484606,4034073
80226,4712356,5926225,4672725
80227,4465570,11570990,4127564
80228,3724420,2530800,3339868
80229,5173217,6295080,4124693
80230,3075315,2219916,3213907
80231,4104570,3992117,3306799
80232,3941961,2690044,4133818
80233,5092450,5279645,4149965
80234,4060627,5957217,3644609
80235,4332807,4889963,4187168
80236,4804863,2410807,3819337
80237,4547046,3128006,4127761
80238,5327989,11769629,4326002
80239,2793118,2130302,2763072
80240,4877098,6609486,4166009
80241,4836294,14778030,4165164
80242,4642970,2900983,3802587
80243,4903056,4757251,4246361
80244,5291465,3263383,4063743
80245,4554336,4004310,4086295
80246,5401001,4036526,4182949
80247,4422704,3304970,4559604
80248,3187224,2748434,3290893
80249,3724875,7200752,4576308
80250,4792057,11983340,4035071
80251,3884884,2582026,3406474
80252,3746507,3903488,3097130
80253,5290161,7221693,4303050
80254,4236738,6339821,3963477
80255,2195076,1970924,3895243
80256,4473137,2716211,3732164
80257,5224184,8733390,4137306
80258,4235465,3544986,4279848
80259,3427532,3438900,4118774
80260,4393699,2659080,4127647
80261,5208669,1389183,4128732
80262,4692139,7758362,4158635
80263,4665090,2946868,4391789
80264,4964889,6671702,5207042
80265,2851909,2230604,3551773
80266,4594158,6744593,3160250
80267,4258088,9061553,4142979
80268,4465056,22445247,4184425
80269,4631659,2493082,4127680
80270,2676629,2646103,3729787
80271,4504730,3561125,4127842
80272,4782046,4588285,4956720
80273,4787262,4815414,5067771
80274,5107974,5216094,4512863
80275,3311827,3456454,4127358
80276,4288837,2893140,4142418
80277,4269675,4411098,3417222
80278,4082433,2889735,4146992
80279,4202725,8379119,4097978
80280,3261238,4066516,4127833
80281,3788866,9998228,4148831
80282,3761123,5887090,3805382
80283,4611458,2787377,4525608
80284,4711940,3009167,3585112
80285,4810267,5305576,4039910
80286,3631998,2854974,4031314
80287,4946908,5023302,4741359
80288,4057125,7263129,3520327
80289,4140862,3008444,2889578
80290,4239917,1310179,3741455
80291,4533552,10967338,4314337
80292,4509395,6422625,4321578
80293,4651998,3775779,3348656
80294,4209147,4842594,4126864
80295,3485016,8899123,4129704
80296,2823546,2110331,2900627
80297,4237637,7245921,3587138
80298,4685100,8481621,4621703
80299,4146923,10399345,4507276
80300,3396352,2921895,3484197
80301,4349963,7045410,4360846
80302,2376703,1982275,3739565
80303,3596815,1339255,4097323
80304,3749690,4624357,3000919
80305,3906956,5644156,3484190
80306,4996390,4456456,3815103
80307,3523014,4092677,4075187
80308,4650206,2861664,3889688
80309,4676964,4875527,4134768
80310,4653035,5292617,3627619
80311,4391410,3474101,4337570
80312,3686655,3272519,3745373
80313,4444990,5350898,4240315
80314,2889464,2974534,2928843
80315,3635843,4835080,3314345
80316,4414327,6893105,5004378
80317,4212109,4843643,4311971
80318,4984838,10566591,4127777
80319,2664339,2310786,2631047
80320,3061262,1607820,4000136
80321,4633564,4728326,4290846
80322,4385054,9473435,4341534
80323,4722423,7978630,5620946
80324,4397749,5419422,3847862
80325,3592208,3601457,3226564
80326,3322154,4283976,3974902
80327,3859034,3614321,3590097
80328,4221181,3024559,3681362
80329,3954592,5291634,3472555
80330,3463954,3867261,3786534
80331,4246555,1927385,4127643
80332,4311490,3576832,4057967
80333,3087514,2991478,3800357
80334,4393359,5451337,4127643
80335,4765923,5341102,4134692
80336,4879149,4519973,4289819
80337,4043568,3117862,3558908
80338,4522579,2861584,3613995
80339,7170542,20701308,4272512
80340,4811317,4218628,4737816
80341,3122404,2282283,3829807
80342,3150970,2834025,4085035
80343,3173085,4216103,3183966
80344,4590123,2320152,4244491
80345,4485520,2226189,4051056
80346,4737551,3614112,3824367
80347,3960847,2135278,3542302
80348,3903408,1373059,2782507
80349,4328751,7170129,4184831
80350,2510478,1266867,3578759
80351,4994990,3577995,3529594
80352,5831287,10428923,5452770
80353,3882193,4590730,4128131
80354,4385578,2621415,4189463
80355,2865063,4884755,3157082
80356,4197442,3461742,3227138
80357,3968210,5228340,3726501
80358,4783213,3037838,4131040
80359,2053762,1770531,2964107
80360,4439230,3198421,4019735
80361,3513381,5877382,4128440
80362,3425450,8044504,4112845
80363,5313744,10973473,4140736
80364,4532072,2060046,4136301
80365,4147017,5416931,4198817
80366,3807904,3797126,4538774
80367,4516090,5499849,4139362
80368,3861284,3180699,4043534
80369,2093311,1066081,2461484
80370,5049638,5338576,3651029
80371,4180912,5469740,4024282
80372,3021453,1391804,3606279
80373,4385318,3047442,3737292
80374,4906641,7707672,4127737
80375,3666503,4655053,4254860
80376,3356704,2686106,4129223
80377,3458874,1582746,3381168
80378,3806171,2099987,3765531
80379,4511000,1791922,4127662
80380,3953784,2064544,4125782
80381,4126430,5794519,4432005
80382,4113743,6163051,3682036
80383,4108723,14791328,4127661
80384,4596064,7918399,4391703
80385,4271736,3800154,4113442
80386,2758495,2866726,3397076
80387,3802138,5640821,4149186
80388,3261531,3118816,2969035
80389,4199162,4993596,3802499
80390,3566208,2821106,3495478
80391,2491624,1734147,2600444
80392,3571831,1942899,3738623
80393,4210983,5337253,3791596
80394,4188127,2563117,4125408
80395,4404273,3403830,4096299
80396,3374333,4586312,3011587
80397,2669643,3151665,3514060
80398,4092914,6235990,3617480
80399,5224524,5958168,4283192
80400,3149823,4819209,4488116
80401,2800782,849739.4,3789836
80402,4342784,5389988,4132013
80403,4327437,3765126,4239364
80404,3998636,4265965,4051167
80405,4439907,6599526,4133142
80406,2834455,2524230,2687741
80407,3349590,3938764,3927447
80408,3007717,3207636,3166031
80409,4019178,2874696,3911742
80410,4250739,6162667,4188804
80411,4620134,6232204,4127759
80412,5545127,4516353,4926746
80413,4779307,10018676,4127656
80414,2966736,2947897,3470628
80415,4160624,6125876,4176995
80416,2757787,3463153,4128030
80417,5070875,5102854,4131029
80418,2214290,1026150,2810917
80419,2042797,2615752,2285117
80420,4329014,3905359,4085649
80421,5035168,10261413,4589931
80422,4815042,2817960,4934512
80423,3835575,3920282,4125191
80424,4048068,5183293,4036582
80425,3985821,4820714,4460897
80426,3916232,4053693,3519536
80427,4219364,1964926,4146273
80428,2859356,2374706,3145324
80429,2682734,2392411,3067520
80430,4200056,5491159,4155376
80431,4426782,1186716,4251738
80432,3342180,2988073,3067570
80433,3782504,2784935,4179915
80434,4361032,2503927,4721240
80435,4397380,2823236,4194740
80436,4229190,14452293,4350343
80437,4488507,3155578,4166745
80438,4334292,2645218,4168682
80439,3804537,1855682,4116832
80440,2309020,1483307,2683694
80441,3884459,2506209,3570385
80442,3286727,6009611,4104491
80443,5338790,9641185,4181850
80444,5573525,8531939,4537526
80445,4347633,6988070,4127888
80446,4921741,3800328,4634867
80447,3401949,2396478,4118582
80448,3060801,2989002,2884970
80449,5399541,11274024,4130490
80450,4212538,4462618,4283887
80451,4023240,5703824,4510578
80452,4001259,5748838,3901376
80453,3480890,4232065,4618616
80454,4429898,2745018,3984395
80455,4298279,1595499,4370367
80456,3463050,1513117,3175710
80457,3124071,5614818,2963685
80458,3176537,2398736,4017304
80459,5094065,2453673,5141653
80460,3786363,3764092,3956463
80461,4298887,5929281,3754299
80462,4826943,3302107,3534128
80463,4450027,2712607,5048013
80464,3837940,3499592,3539086
80465,7523000,13399945,4314936
80466,5320068,2422831,4215506
80467,4800452,4635102,3591070
80468,3519072,2611786,3910193
80469,4549106,7546007,4303403
80470,3247122,2141310,3841199
80471,4876894,2141969,4127762
80472,3419350,3090841,3827577
80473,3706045,3753355,4127622
80474,3938384,4817150,3689911
80475,4806480,4623653,4157948
80476,3897761,6231484,4130385
80477,4578612,5414087,4137672
80478,3352007,3773261,3691174
80479,4157564,3794597,3605385
80480,4214675,4102048,3981817
80481,4007244,1896000,2848087
80482,3760124,7638344,4128523
80483,5634537,5890502,4096247
80484,4448994,7106905,3991572
80485,3636621,2954347,3856612
80486,3397562,2083506,3963917
80487,3938441,4037159,4068818
80488,4653477,6052452,4166063
80489,3651077,2424218,3794599
80490,3321772,3256277,3272541
80491,5290788,3172070,4313876
80492,5805921,5851405,5306396
80493,4347001,3455307,4545905
80494,3272293,3843682,3298293
80495,4931935,11819667,3522980
80496,4799891,7440448,4127783
80497,3774255,5185500,3709478
80498,2328861,1488724,3502623
80499,3220910,3627289,4333195
80500,4105766,6673310,4105596
80501,3233502,2834717,3998340
80502,4242311,5428923,4233859
80503,4805049,5635703,4025578
80504,4850889,8180198,4001013
80505,4833543,6046905,4364111
80506,4184763,9473660,4156306
80507,2850590,3334476,3549038
80508,5254040,4639844,4127659
80509,4284607,5128751,4127481
80510,3920117,2741130,4382308
80511,4581605,3835775,4458374
80512,3743455,3331269,4528928
80513,4062883,2069905,4127748
80514,4375138,2947143,3898454
80515,4158227,3303560,4127454
80516,5066820,2474154,4057020
80517,3439056,3088551,3173267
80518,4813562,6466737,4439369
80519,5095323,3345414,4612641
80520,3834848,3335809,4148278
80521,4010060,9003786,4128205
80522,4831301,3631019,3534402
80523,3380654,3688997,4127660
80524,4809483,4815097,4015593
80525,5120905,2425050,4241876
80526,3077291,2862901,3214860
80527,4376741,4308699,4098379
80528,4174584,2540357,3999453
80529,4151558,3250251,3159802
80530,3187743,2079220,3438748
80531,4846250,3286340,3834418
80532,4953639,4540888,4127348
80533,3494760,2664945,3878285
80534,3987347,3016652,3858472
80535,4927408,4177487,4129274
80536,2874007,2995435,4096399
80537,4361797,4082060,4168480
80538,4195812,1803919,4127397
80539,5731789,3863028,3961150
80540,3830505,4213884,4046584
80541,3923282,3837221,3978188
80542,3417629,4319407,3969056
80543,4793752,7479417,4128158
80544,4032149,3185343,3936758
80545,3538976,5296655,4124916
80546,4872529,3774512,4722694
80547,3099168,3136132,4173283
80548,4704855,3663542,4621007
80549,5262064,4939877,4127844
80550,3885628,5696814,3771018
80551,4192505,7136319,4160203
80552,5032135,3222899,3916013
80553,5232128,6481240,5563209
80554,4686170,10406555,4783230
80555,2669172,2374369,3383928
80556,5004697,2021224,4127763
80557,4861507,4947867,4908176
80558,2604565,2266192,2728883
80559,3299898,2188494,4055724
80560,4111503,7292359,3987163
80561,4374900,1883397,4134271
80562,4090930,6577938,3216745
80563,4334315,6265024,3923949
80564,3255029,2403801,3009701
80565,4071285,6894113,4160578
80566,4741289,7063971,4189172
80567,3623218,3857836,3306636
80568,4539496,4138739,4213538
80569,4649088,4967855,4701488
80570,3750878,2758842,3576104
80571,4481369,3721515,4125648
80572,4121688,3356201,4478631
80573,2424282,2572044,2721522
80574,5437923,5840559,5262168
80575,3709160,3422212,4232550
80576,4050360,5363523,3401203
80577,5992545,4915574,5387503
80578,3904791,4256335,3604362
80579,4392930,3625072,4257507
80580,4253176,4313254,4376965
80581,4904395,2318562,3787756
80582,3417192,3264042,3892661
80583,4773931,4199293,4630470
80584,4433578,3157540,3344317
80585,3606264,3289533,4061571
80586,2459994,2551045,3450273
80587,5059463,2266810,4117687
80588,4482019,4195881,4408295
80589,3799930,2337098,3933351
80590,3962623,2341542,4244608
80591,4168662,7172170,4127624
80592,3612906,5142588,3884374
80593,3882679,3503863,4307427
80594,4641127,6844346,4173023
80595,4113643,2081445,3118625
80596,4177959,3387158,4195998
80597,3884437,4664505,4435250
80598,3609814,2831344,4005997
80599,4946988,2577935,4766538
80600,4298998,7516569,4129482
80601,4237169,6092015,4222928
80602,4917871,12575387,4257537
80603,5568370,10373567,4735483
80604,5959017,13760821,4640698
80605,3105277,2578216,3388366
80606,4085795,1961477,4101969
80607,3481406,1718895,2936504
80608,4465934,7650199,4127683
80609,4241932,3322973,4124706
80610,3624542,4966795,4089710
80611,3837989,3627049,4127585
80612,4027122,4386407,4146082
80613,2646520,2824346,3139082
80614,4178314,4740502,4192407
80615,3544488,2483502,3302562
80616,4604359,5922606,4630675
80617,4489899,3150742,4322498
80618,4566235,6785607,4028781
80619,4610060,6439694,4332151
80620,3803275,3113862,4066780
80621,3685985,3804319,4023512
80622,2460927,1834603,2642725
80623,3804918,3528148,3341527
80624,4539755,4705266,4132041
80625,3065319,2818523,2829640
80626,4048987,1647192,4111786
80627,3463506,2880289,2862726
80628,4313492,4582453,3653363
80629,4422076,5277289,4153736
80630,4453630,5342408,4073998
80631,2968480,1652046,3320009
80632,4419574,6521256,4151366
80633,4539145,2723984,3857750
80634,3367435,3230938,3261454
80635,3334510,2078912,3889692
80636,4951094,6058877,4150090
80637,5534503,2599385,5143008
80638,4118426,3854882,4126379
80639,5003000,6813864,4254750
80640,3262255,3431842,2846181
80641,5007421,4851603,4323680
80642,3161685,2856095,3339374
80643,5614222,4565519,4727502
80644,5707566,8467116,6717389
80645,4439557,4409330,3931256
80646,4718200,8280020,4692531
80647,3982931,3336708,4130897
80648,4812954,4894657,4291643
80649,4271946,3933565,4182405
80650,5480489,2702876,4716414
80651,3837433,2030693,4127146
80652,4539584,4837310,4149399
80653,4803370,2261675,4124724
80654,4041482,4329791,3829126
80655,5669774,10418843,4315868
80656,5301598,10594582,4849593
80657,3161377,2961480,4366432
80658,3944414,1902906,3888689
80659,4476797,3376653,4563407
80660,4135127,11016724,4084492
80661,4391431,4520183,4091116
80662,4007059,3092682,3908350
80663,5552826,7002385,4381156
80664,4228872,10609896,3792182
80665,4078388,5242826,3525665
80666,2091282,2188685,2891087
80667,4219847,3401016,2989071
80668,5293581,11739665,4425914
80669,3554058,4837927,4127615
80670,3215366,5932650,3929361
80671,3522513,5642220,4524146
80672,3446923,5434250,4124994
80673,3359021,8387805,3626458
80674,4737923,4908612,3796759
80675,4573537,2753099,4262656
80676,4743155,3383749,4301389
80677,4035375,5910581,4080840
80678,4208942,6322511,3725923
80679,3089654,3323651,3240763
80680,3349535,2230211,3600954
80681,3273650,5110404,4261350
80682,3937965,2048002,4127662
80683,4763764,3319393,5161727
80684,4220373,10220174,4128751
80685,3021430,3127173,3733558
80686,3952708,2707977,3950412
80687,3662159,1761997,4281678
80688,3919001,5821961,4513504
80689,3808026,1092494,4127646
80690,4678944,2972306,3833470
80691,3973609,2454137,3601111
80692,4158764,4970251,3535269
80693,3954709,2321418,3797087
80694,2955710,3690267,3409445
80695,2126868,2044403,4115951
80696,4345349,2728921,5261489
80697,5030277,5349597,4430854
80698,3292852,2751657,2862480
80699,3206946,2641997,3729316
80700,5473787,2879497,5060766
80701,2292587,1870707,2805061
80702,5507707,11143604,4163007
80703,4278941,3702637,3659280
80704,3776816,3912756,4133410
80705,3781377,4011761,4118671
80706,4963289,6143121,4171423
80707,4198736,6221610,4273544
80708,2630555,2378858,2912901
80709,4228889,2369521,4127651
80710,4538289,1880181,4561173
80711,4010162,2640492,4007084
80712,4045029,3230984,4123656
80713,4486677,5101528,3920210
80714,2856234,2877186,3685507
80715,3998149,3563734,4094442
80716,3900127,4275829,4127700
80717,4643292,3314001,4139509
80718,4390273,3604480,4131244
80719,4400878,3402039,3472928
80720,4451364,5486891,4210157
80721,5071336,6559364,4902794
80722,3737601,3329356,4134879
80723,4213558,3555888,4169333
80724,4532893,12255013,4938828
80725,4998376,6984192,4496166
80726,3504854,2260939,3410186
80727,3889132,4499082,3766707
80728,2624855,3066432,2754964
80729,4135374,5494907,4088014
80730,5074476,5871369,4128036
80731,3963694,2887595,3776472
80732,4597433,9820834,5294776
80733,6101429,5572778,6355447
80734,4360119,8987148,4585514
80735,3143468,6096959,3178333
80736,5000942,6526252,4152377
80737,4085894,17865935,3662398
80738,4019126,3658424,4160817
80739,5176194,10617018,4893820
80740,4539470,6828357,4133356
80741,4697693,908142,4127778
80742,3080017,3009896,4115450
80743,4417952,4358366,4504117
80744,3565117,1473994,3753064
80745,4054320,10256965,3530203
80746,3204675,2749059,2844009
80747,2735240,1831833,3025948
80748,3172827,1823079,3934696
80749,3998132,2717643,3684849
80750,4126670,3907352,4148347
80751,4984635,8025192,4127667
80752,4381504,1736149,4021405
80753,3667288,3825967,4127703
80754,4796053,4579370,4211106
80755,4722929,16629690,4127642
80756,4181444,4496416,3960735
80757,3663985,4813373,4176754
80758,3865500,4040006,3653772
80759,4205825,6785630,4127574
80760,4258512,3162245,4402877
80761,4073040,7579046,4127135
80762,4791527,5082121,4280022
80763,4928937,6093533,4191189
80764,4907407,7914728,4160603
80765,4157422,5596873,4128420
80766,3977157,2827530,3084318
80767,4439361,4489469,4496922
80768,3954713,8664002,3966748
80769,3969389,6726403,4013984
80770,4038881,6463294,3292862
80771,3309692,2751279,3234951
80772,4077917,3304403,3540545
80773,4803527,5816297,4128423
80774,5116195,2464083,4128400
80775,4073194,3407537,3519730
80776,3007410,2673249,2934815
80777,3930116,3887047,3997352
80778,5189318,4502768,4339888
80779,4293791,10472419,4138703
80780,4705929,7953763,4670893
80781,2704069,1888742,3446147
80782,3500984,3387429,3203353
80783,5305630,5075619,5388082
80784,3540379,3005761,3974967
80785,3658542,1673281,4127415
80786,3651324,1908023,4127656
80787,3166804,5313246,3691107
80788,3761331,4619536,3688508
80789,2724726,2308520,3207947
80790,4665599,4022207,4047276
80791,2524008,2547273,2785900
80792,5059121,11377580,4365330
80793,3726424,4852093,3908224
80794,3816524,2773472,3821042
80795,4983157,6293101,4130731
80796,4351078,2821343,4154404
80797,4403308,3373346,4357611
80798,4683214,9422390,4549546
80799,4132746,5589648,4198796
80800,5072114,7221900,4127961
80801,4800626,1033122,4127654
80802,4257436,6320482,4116394
80803,4894496,3749771,4086716
80804,4122755,6231622,4002584
80805,5017078,4693948,4591244
80806,4895445,4146846,4461836
80807,4655123,3644972,4126999
80808,3882353,6378142,3457094
80809,4400709,20068413,4213200
80810,4598826,7238185,4092409
80811,4603647,12188580,4248998
80812,4314361,3878953,4126788
80813,4256867,3246199,4164116
80814,5420236,6370136,5207984
80815,7613557,4982723,5689129
80816,5003559,8715159,4365158
80817,5341646,8860157,4146928
80818,3955563,4487066,4127204
80819,4468027,3018979,4194765
80820,2679191,2630773,3094911
80821,3666301,1741558,3103038
80822,4871832,6745870,4706305
80823,3814896,2415173,3408445
80824,4826783,4992592,4419373
80825,4480861,4016077,4696177
80826,3554238,4267653,3905007
80827,3759174,1932796,3266671
80828,3396598,1833759,3191094
80829,3453784,2133049,3856826
80830,2757428,4291177,3692501
80831,3978855,7096141,4115243
80832,3221869,2278950,3232599
80833,4213056,7359821,4731144
80834,4256355,3058475,3968500
80835,3735481,929324.6,4128016
80836,2261484,1336310,4105065
80837,4300797,4283698,3416685
80838,4841046,3213527,4175037
80839,4615226,2261529,3706938
80840,3424968,2357332,4149953
80841,4741387,5689897,4058008
80842,4399609,2242350,3958001
80843,4058444,3004741,3819291
80844,5299181,5069526,5648311
80845,2842305,3165591,4090456
80846,4115290,1396446,3804173
80847,5315234,11023801,4578948
80848,2594934,997919.3,4133153
80849,4505615,11784592,3818479
80850,4428110,4681986,4102220
80851,3480417,3222851,4123767
80852,4087507,12040409,3729676
80853,4096893,3039451,4127456
80854,5782087,5742109,5327381
80855,4282296,4168712,4080637
80856,4044803,5642222,4404728
80857,4418299,4927232,4158850
80858,5079125,4841146,4164877
80859,3826204,4651784,2996760
80860,4327357,1929319,4128359
80861,5266859,3578287,4127698
80862,3824563,2994789,3505235
80863,3934430,5510821,3467900
80864,4365673,3398842,4129802
80865,4399300,1402196,4211969
80866,2928479,3221533,3123618
80867,3224468,3103574,4084385
80868,4698275,4849035,4197232
80869,4554117,3654732,3475264
80870,3100114,1272441,2419040
80871,4389310,2072303,4390617
80872,4799277,2857929,3720943
80873,4166174,3370334,4219089
80874,5794719,5621611,4800275
80875,3673458,4151544,3589570
80876,3919749,3330406,3838166
80877,5479289,4474410,4124373
80878,5344109,3999112,4136106
80879,4330731,7486219,4231820
80880,3724266,5503862,4149239
80881,4634268,6793031,4209155
80882,4752509,3951891,4077439
80883,3892320,4454925,4208665
80884,4988264,3410971,4137694
80885,3728431,3679852,3376831
80886,5183638,4250903,4934382
80887,4407442,2292700,4124166
80888,4906656,5217784,4129262
80889,4789414,5434883,4139251
80890,3909276,3211605,3708276
80891,3699522,5017302,3501775
80892,4306768,11257729,3765681
80893,3252244,1956571,3579174
80894,4847800,5594957,4143896
80895,2738674,1855435,3271097
80896,3019887,3970876,3523528
80897,4349981,10283266,4118763
80898,3615360,4887197,3322880
80899,3871952,3668176,3811605
80900,3065370,3711840,3609482
80901,5231928,12179387,4127479
80902,4289231,6008003,4138614
80903,2727066,2211222,2615805
80904,3012896,2121185,2972040
80905,3889618,1575270,3799012
80906,4593294,2229638,4215480
80907,4851836,6608533,3994169
80908,5848737,4097649,4811716
80909,3828450,4347692,3862671
80910,2891962,2597212,3133185
80911,3609855,4424659,2910971
80912,3174104,1447078,3267016
80913,5459777,3487172,4527948
80914,4883759,11414495,4204439
80915,4077086,2339325,4049933
80916,3842535,6539443,2996837
80917,4971113,6281452,4314620
80918,5037624,9561871,4136216
80919,3435106,8863999,3846332
80920,3218468,3517247,3814116
80921,3484202,3294174,2796055
80922,6046910,7055455,5501573
80923,4828469,3306540,4211506
80924,6058982,8495760,3782438
80925,3693349,5434994,3863833
80926,4616740,8159540,3928658
80927,4253677,839402.2,4128707
80928,3169381,2250277,3814427
80929,5427660,4791248,5807477
80930,4550608,2780380,3683149
80931,2699887,1408431,3995777
80932,4132008,5157900,4143322
80933,3978074,3329652,3988848
80934,4502496,6160601,3942279
80935,5001113,7638742,4784842
80936,3559342,1643318,4023413
80937,3068626,3231492,3397985
80938,4844607,7800962,4127677
80939,3160619,3230672,4102661
80940,3421964,3076563,3484174
80941,4512346,2052921,3226629
80942,4384873,6332171,4133768
80943,3306887,1976068,3344852
80944,3247223,2096925,2922021
80945,5041753,10340263,5502209
80946,3187859,1639330,4035634
80947,4170465,4785432,3641779
80948,2212908,4051085,3131029
80949,4406510,1541433,4734137
80950,2656882,1338422,3008915
80951,4219713,6926065,4127166
80952,3761749,6242504,3744614
80953,5115111,2876483,4940237
80954,4629960,4247865,4251788
80955,3589291,9584198,3804763
80956,3664977,3619737,3262486
80957,3814437,5465903,4521083
80958,4107483,2681638,4138000
80959,3423139,2472912,3260248
80960,4101651,8940428,4389767
80961,3697471,1601219,3026369
80962,3990933,2583625,4115622
80963,3076028,2219916,3213839
80964,3690536,3862466,3687947
80965,4115480,9318217,4130238
80966,4270559,5623882,4127444
80967,4519831,2989944,4128399
80968,3709735,1470489,3547427
80969,5590482,12047414,5181632
80970,4158065,8504781,4203234
80971,4372870,5554444,4127592
80972,4186625,3347678,4127650
80973,2971954,2345330,3533878
80974,3260509,2409043,3113642
80975,4157263,2387839,4126781
80976,3686392,4775193,3305286
80977,5357465,5596256,3601814
80978,5653162,5991016,4131721
80979,2777912,2175193,2979538
80980,4863603,3381775,5227736
80981,3086814,1333679,4221233
80982,4114678,3994116,3448094
80983,3226085,2897411,3456531
80984,4032352,7241442,4972327
80985,4717480,5067363,4135541
80986,5041189,5057236,4459913
80987,5529010,4571679,4145232
80988,4868330,15351934,4048700
80989,5123843,6068263,5982329
80990,3492161,4001906,5182972
80991,3065224,2952861,2929376
80992,3059203,2743667,3813574
80993,4233554,6320103,4172138
80994,4882591,2082910,4555675
80995,3324810,3390450,3629921
80996,5486443,2416475,4411199
80997,5362406,12500110,4135337
80998,3979602,1324009,3723065
80999,5143759,5890409,4219161
81000,3977250,2825153,4127660
81001,3097772,2879329,2532173
81002,3762806,2584804,4106349
81003,4764852,9692563,4132936
81004,4257017,2684265,4115878
81005,3975410,2502782,3874915
81006,4138177,3583936,4033275
81007,3199618,2596019,4771305
81008,4044582,4172305,3726506
81009,4484795,2593288,4336801
81010,4084779,4767033,3123121
81011,3933826,4397402,3140320
81012,4684023,1778633,4128324
81013,3585155,2369677,3730816
81014,2635459,2606975,3013851
81015,3491466,2081463,4135516
81016,4384903,2368153,4417944
81017,3021880,2080959,3421114
81018,4993451,10233506,4128379
81019,3073045,2873534,4448812
81020,3588390,4949879,3498475
81021,3813950,2415014,3760923
81022,4008807,5281030,4127647
81023,4960767,13261049,4442243
81024,4131949,3169133,4126206
81025,3670889,5743870,4173308
81026,7004570,10583286,6390763
81027,5211172,3426769,4337217
81028,4876820,8988397,4160663
81029,4113267,2603341,4031010
81030,4731095,4593148,4268751
81031,5252871,4431860,4502144
81032,3935590,3492631,3363643
81033,3920513,2686257,4134748
81034,5353819,5544541,4135129
81035,5107854,3791960,4183155
81036,3898136,4050767,3639643
81037,5188721,4362526,4853181
81038,5221647,5384840,3830895
81039,4805848,5677647,4132652
81040,4811283,2282912,4374728
81041,4228791,4519877,3485387
81042,4450612,21851048,4316094
81043,2840757,2215135,3545297
81044,3865262,3404035,4053253
81045,4334141,7083307,3536926
81046,4280689,1626970,4127580
81047,4684346,4831524,3799062
81048,4659516,9357844,4796501
81049,4798177,7215725,4879284
81050,4158776,2285004,4257844
81051,3684961,2397103,3628658
81052,4353336,3347485,4301613
81053,3225881,4553864,3816275
81054,4143558,3804451,3941600
81055,4767881,4346474,4023921
81056,2832955,2186861,3179813
81057,4285362,5900843,4131909
81058,4648791,2703568,5340739
81059,4093188,3026743,3836836
81060,4194716,4888700,3633294
81061,4230954,3133024,5996369
81062,4061210,4491040,3548075
81063,4880455,6201228,4134769
81064,6106060,6064316,4756947
81065,4616410,7226994,4322522
81066,2878142,3456800,3226749
81067,5083470,3574179,4364885
81068,4351711,1635860,4579849
81069,3673329,2569075,4103239
81070,3980654,6570968,4245033
81071,5089648,3118178,3860269
81072,3675625,1672819,3745298
81073,4769027,10262322,4479840
81074,2526187,1752799,2760428
81075,3032072,1359912,4145296
81076,2453209,1851698,3212699
81077,2162182,1069862,2093947
81078,4956422,4745165,4103441
81079,3347969,5736705,2893998
81080,4654792,10273733,4822069
81081,3981734,1913487,4510705
81082,3900496,2358663,3941266
81083,4086828,2665796,4520822
81084,2404356,1590482,4230094
81085,3988044,3683188,4122614
81086,4389438,3270607,4070807
81087,4471698,4303944,4622222
81088,3242804,1819069,3082380
81089,4218326,3684484,3843178
81090,3490601,5108919,3691346
81091,3151251,883835.8,4293757
81092,3758803,1236344,4127647
81093,4049049,2581060,4040613
81094,4535897,4159437,4273358
81095,4807422,6115263,3611220
81096,4332813,6812913,3773598
81097,4306231,3857283,4368549
81098,3962852,4387820,4127594
81099,3423359,1900119,3449596
81100,2774593,1479616,4147791
81101,3809193,3916247,3151590
81102,3861806,4045115,5124724
81103,5014802,5363092,4418434
81104,4120255,2362053,4570365
81105,2143160,2441795,4020107
81106,3104679,2133000,2757838
81107,4678916,1037859,4128523
81108,3605802,1828977,4041967
81109,3819312,2490777,4078416
81110,4326775,1559249,4119709
81111,4339839,6799179,3997304
81112,5163933,5163546,4204237
81113,2587296,2615220,3449879
81114,2065158,2481810,2436046
81115,2891078,3917453,3909754
81116,3169884,5106839,3574146
81117,3322384,3881261,3351717
81118,3540594,3121596,5530204
81119,4494314,3435824,4728888
81120,4302285,5380956,4127757
81121,2477126,3125608,2368292
81122,5051796,8252046,4188045
81123,3677796,6847876,2974762
81124,3047210,2563155,4254224
81125,4261034,3769975,4370646
81126,5007069,6157756,4325935
81127,4036510,4466170,4002006
81128,4198123,6752179,3801603
81129,4019785,4537934,4477253
81130,4745957,4588140,4127633
81131,4784024,6161767,3978655
81132,4483745,6921764,4434662
81133,2675604,1706660,2990462
81134,4021519,3491230,4132696
81135,3776391,1827376,3720782
81136,2680981,3577441,3403145
